id,text,labels
w201106-0001414195-1,柴乃櫂人さんに講演に来ていただきました。,"[[0, 4]]"
w201106-0001414195-2,伊藤頼子さんに講演に来ていただきました。,"[[0, 4]]"
w201106-0001414195-3,細川太郎さんに講演に来ていただきました。,"[[0, 4]]"
w201106-0001480657-2,私は、年末はディズニーです。,"[[6, 11]]"
w201106-0001480657-3,ディズニーシーで５周年記念のカクテルを飲みました。,"[[0, 5]]"
w201106-0001409500-1-01,大阪府四條畷市にあります向井歯科です。,"[[12, 14]]"
w201106-0001404968-1,伊與は回船問屋の川島家から八平の後妻として坂本家に入った。,"[[0, 2], [8, 10], [13, 15], [21, 23]]"
w201106-0001404968-2,龍馬は川島家にたびたび遊びに行っており、継母の伊與との間に気まずさはなかったようだ。,"[[0, 2], [3, 5], [23, 25]]"
w201106-0001404968-3,伊與は評判になるほどの美人で、なぎなたの名手だったと伝えられている。,"[[0, 2]]"
w201106-0001472020-1,メルチャンのバスタブセットは、事故を起こした子どもの遊具です。,"[[0, 2]]"
w201106-0001472020-2,同じような事故が起こらないようにメルチャンのバスタブセット事故の詳細がパイロットインキ株式会社より発表されました。,"[[16, 18]]"
w201106-0001402473-2,以前ペルー旅行で知り合った、滋賀県の北川隆夫さんと一緒で楽しい毎日だった。,"[[18, 22]]"
w201106-0001447067-1,ソロモンの環とは、人差し指の付け根を取り囲むようにして現れる手相のことです。,"[[0, 4]]"
w201106-0001447067-2,かの偉大なソロモン大王の手に現れたと言われる手相です。,"[[5, 9]]"
w201106-0001401423-1,オダギリジョーさんと長澤まさみさんが初共演ですね。,"[[0, 7], [10, 15]]"
w201106-0001401423-2,ドラマ「ぼくの妹」でもそうなんですが長澤まさみさん、妹役が多いんですね。,"[[18, 23]]"
w201106-0001449887-1,５月の第１週は、宮城限定伊達政宗ドラです。,"[[12, 16]]"
w201106-0001442792-1,本日、鎌田祐哉投手の入団記者会見がクリネックススタジアム宮城で行なわれましたので、お知らせいたします。,"[[3, 7]]"
w201106-0001442792-3,なお、鎌田投手の背番号は『３４』に決まりましたので、併せてお知らせいたします。,"[[3, 5]]"
w201106-0001437084-1,ディズニーチャンネルは季節にちなんだ番組を放送する事があります。,"[[0, 5]]"
w201106-0001437084-2,ディズニーチャンネルでは１０月はハロウィーンにちなんだ映画や長編アニメーションがたくさん放送されます。,"[[0, 5]]"
w201106-0001466816-3,河村造園は、小さなことから庭のリフォーム、エクステリアを行います。,"[[0, 2]]"
w201106-0001470083-3,涌井は今年を象徴したピッチングだね。,"[[0, 2]]"
w201106-0001423619-2,おどや販売部長の土谷が山形のワイナリーにお願いして、おいしいワインを作ってもらいました。,"[[8, 10]]"
w201106-0001473370-2,それにあわせまして、５期「ゲゲゲの鬼太郎」で鬼太郎役を担当された声優の高山みなみさんも来店されます。,"[[35, 40]]"
w201106-0001480010-1,ゴジラがスーパーマリオブラザーズのステージ１に挑戦した動画です。,"[[8, 11]]"
w201106-0001319671-2,平素は森トラスト総合リート投資法人に対しまして、格別のご高配を賜り、厚く御礼申し上げます。,"[[3, 4]]"
w201106-0001319671-3,平成１９年７月１日に新たに執行役員に就任いたしました堀野郷でございます。,"[[26, 29]]"
w201106-0001324650-3,「はやぶさ」の撮影を行っていただきました国立天文台の八木雅文氏およびすばる望遠鏡のスタッフに感謝いたします。,"[[26, 30]]"
w201106-0001363125-2,しかし、清顕は心の未熟さから聡子への気持ちを素直に認められない。,"[[4, 6], [14, 16]]"
w201106-0001363125-3,そんな中、聡子に宮家の王子・洞院宮治典王殿下との縁談が持ち上がる。,"[[5, 7], [17, 20]]"
w201106-0001381477-3-01,カナダマクマスター大学客員教授の遠藤雄三氏に、主として欧米の代替医療の現況をうかがった。,"[[16, 20]]"
w201106-0001307161-1,原いさおがこれまで議会で質問した会議録がご覧になれます。,"[[0, 4]]"
w201106-0001307161-2,原いさおの議会質問の会議録が閲覧できます。,"[[0, 4]]"
w201106-0001316078-1-02,ウォルフ管,"[[0, 4]]"
w201106-0001316078-1-03,ミュラー管,"[[0, 4]]"
w201106-0001354711-1,今回は「小松崎茂コーナー」とは別に、女性の方にも楽しんでいただけるように「おとぎ・どうわ」他のコーナーも設けました。,"[[4, 8]]"
w201106-0001354711-3,「小松崎茂コーナー」も前回同様にお楽しみいただけます。,"[[1, 5]]"
w201106-0001391070-2,すぎうらの料理をパッケージにして販売しております。,"[[0, 4]]"
w201106-0001368589-1-01,東京都品川区五反田の歯科医院「児玉歯科」です。,"[[15, 17]]"
w201106-0001360658-1,２０００年１１月５日に、さくらに妹が誕生しました。,"[[12, 15]]"
w201106-0001360658-2,名前は「りん」といいます。,"[[4, 6]]"
w201106-0001360658-3,さくらよりちょっとかわいいくらいなのですが、家族や知り合いはりんのことばかり可愛がります。,"[[0, 3], [30, 32]]"
w201106-0001343900-1,うーてんから桃吉は、人国での過去を聞かされた。,"[[0, 4], [6, 8]]"
w201106-0001343900-2,桃吉にとって、知らない事の連続なのに、不思議と戸惑いはなかった。,"[[0, 2]]"
w201106-0001343900-3,何よりもノン吉やうーてん達と、過ごしてる時間が楽しかった。,"[[4, 7], [8, 12]]"
w201106-0001395622-2-01,井伊家３５万石の居城で、元和８年建立されました。,"[[0, 2]]"
w201106-0001328611-1,金沢市の名勝に指定された、遠州流作庭で、築山式の日本庭園が見学できる。,"[[13, 15]]"
w201106-0001328611-3,芭蕉十哲の立花北枝の墓などがある。,"[[0, 2], [5, 9]]"
w201106-0001390953-1,公安９課から草薙素子が去り、２年の歳月が経過していた。,"[[6, 10]]"
w201106-0001390953-2,ある日、トグサが率いる新生公安９課に次々と難事件が襲いかかる。,"[[4, 7]]"
w201106-0001328672-1,日家の幼名は竹寿麿である。,"[[0, 2], [6, 9]]"
w201106-0001328672-2,江戸中期の文献『本化別頭仏祖統記』には上総国夷隅郡興津の領主・佐久間兵庫助重吉の第三子とされている。,"[[31, 34], [37, 39]]"
w201106-0001328672-3-01,佐久間重貞の子、長寿麿とともに１２５８年の生まれである。,"[[0, 5], [8, 11]]"
w201106-0001335963-1,公園内には魯迅の記念館と墓がある。,"[[5, 7]]"
w201106-0001335963-2,設置当初は「虹口公園」だったが魯迅の死後「魯迅公園」と改称された。,"[[15, 17], [21, 23]]"
w201106-0001317724-1,７期生の小松奈々先生のトレーナーからの判定なしのテープを全員で判定した。,"[[4, 8]]"
w201106-0001386997-1-01,水墨画家・松木昭洋のホームページです。,"[[5, 9]]"
w201106-0001386997-1-02,まつきあきひろ,"[[0, 7]]"
w201106-0000918123-1,江戸に剣術修行に来た龍馬は、定吉の道場に入門する。,"[[10, 12], [14, 16]]"
w201106-0000918123-2,道場の経営は息子の重太郎に任せている。,"[[9, 12]]"
w201106-0000918123-3,龍馬や佐那の成長をじっと見守る心優しい父親でもある。,"[[0, 2], [3, 5]]"
w201106-0000970658-2,自由民主党から、細田博之幹事長、保利耕輔政務調査会長、坂本剛二組織本部長、岸田文雄団体総局長、後藤茂之厚生労働部会長に出席いただきました。,"[[8, 12], [16, 20], [27, 31], [37, 41], [47, 51]]"
w201106-0000970658-3,日本生協連からは、山下俊史会長、品川尚志専務理事が出席しました。,"[[9, 13], [16, 20]]"
w201106-0000916860-1,『ソブレ』アマゾン店、店長のかおりんです。,"[[14, 18]]"
w201106-0000916860-3,新商品の紹介やお得な情報、かおりん日記を相棒☆みかんと一緒に紹介します。,"[[13, 17], [23, 26]]"
w201106-0000959796-1-01,ジャズ・アルトサックスの加納奈実さんが出演します。,"[[12, 16]]"
w201106-0000908569-1,グラナド・エスパダでは、プレイヤー同士で協力するだけではなく、次の方法で敵味方に分かれて対戦することもできます。,"[[0, 4], [5, 9]]"
w201106-0000905071-1,・のむら口臭治療研究所を併設いたしました。,"[[1, 4]]"
w201106-0000936123-1,弊社では、産学一体の理念に基づき、相川学園静清高等学校を運営しております。,"[[17, 19]]"
w201106-0000936123-2-01,その静清高校野球部出身の、牧田和久投手が、この度ドラフト会議で西武から２位指名を受けました。,"[[13, 17]]"
w201106-0000983372-1,『痴人の愛』は数年ぶりに読み返したが、やっぱり谷崎はエロいなあ。,"[[23, 25]]"
w201106-0000983372-2,谷崎作品は、広辞苑に載っている意味での「変態」だと思う。,"[[0, 2]]"
w201106-0000922971-1,１８６９年、在日イギリス公使館歩兵隊軍楽隊長のフェトンは国歌の必要性を日本政府に説いた。,"[[23, 27]]"
w201106-0000922971-2,これを受けて薩摩藩砲兵隊長の大山巌は薩摩藩琵琶歌「蓬莱山」から「君が代」を歌詞として選んだ。,"[[14, 17]]"
w201106-0000922971-3,しかしフェトンの作曲は不評で、海軍省は宮内省式部寮雅楽課に作曲を委託した。,"[[3, 7]]"
w201106-0000964257-1,こんにちは、日本の福島で天然石店を営んでいる小針と言います。,"[[22, 24]]"
w201106-0000903437-1,このコーナーは大澤ふみな先生が麻雀に関する質問に答えていくコーナーです。,"[[7, 12]]"
w201106-0000944425-1-01,１１月６日、北朝鮮の趙明禄・国防委員会第１副委員長・兼労働党政治局常務委員が心臓病のため死去したと伝えられました。,"[[10, 13]]"
w201106-0000944425-2,葬儀委員長は金正日ですが、朝鮮中央放送が伝えた葬儀委員名簿で、全１７０人の委員の筆頭は金正恩になっています。,"[[6, 9], [43, 46]]"
w201106-0000944425-3,政権ナンバー２ということを明確にする金正日の意思表示ですね。,"[[18, 21]]"
w201106-0000946555-2,１９９７年に開館した、八ヶ岳の麓、長野県小海町松原湖高原に建つ、安藤忠雄氏設計の美術館です。,"[[32, 36]]"
w201106-0000908661-1,「タイヤ＆ホイールタカハシ」にて只今、決算前の夏タイヤ在庫処分セールを開催中。,"[[9, 13]]"
w201106-0000966225-1,この前、葉純ちゃんと星座をテーマとした喫茶店に入りました。,"[[4, 6]]"
w201106-0000966225-2,初めは飲み物だけにしようとしてたのに葉純ちゃんが「私パフェ食べたくなってきた」と言い始めた。,"[[18, 20]]"
w201106-0000917185-1,アクションゲームのマリオとテトリスゲームのマリオを切り換えて遊ぶゲームだよ。,"[[9, 12], [21, 24]]"
w201106-0000939867-2,「鏡リュウジの恋愛月占術」では、他にも多数のメニューをご用意しております。,"[[1, 6]]"
w201106-0000975890-1,『お兄さんとてりは、れくすを探しに行くつもりでした。,"[[6, 8], [10, 13]]"
w201106-0000957808-1,プレイヤーは探偵・神宮寺三郎となって事件の真相を探ります。,"[[9, 14]]"
w201106-0000957808-2,助手の御苑や刑事の熊野の力を借りながら情報を集めましょう。,"[[3, 5], [9, 11]]"
w201106-0000977662-1,帆足についてはここ何試合かボールが高めに集まってしまっているので自分のピッチングができていない。,"[[0, 2]]"
w201106-0000949410-1,俺は静かに一樹の部屋のドアをノックした。,"[[5, 7]]"
w201106-0000949410-2,が、その一樹の部屋からは誰の返事も無かった。,"[[4, 6]]"
w201106-0000940352-1,中国で一番認知度の高いアニメがこの「一休さん」らしく、ほとんどの人が知っているらしい。,"[[18, 20]]"
w201106-0000940352-3,２０１２年に全土でこの「一休さん」の映画を上映する。,"[[12, 14]]"
w201106-0000901442-1,喜勢は幼いときに父を亡くしたために、父の弟である高芝小七郎に養われた。,"[[0, 2], [24, 29]]"
w201106-0000901442-2,文久２年、１７歳の時、２９歳の弥太郎と結婚する。,"[[15, 18]]"
w201106-0000925133-1,若山牧水ゆかりの暮坂峠は、中之条町と旧六合村の境にある。,"[[0, 4]]"
w201106-0000925133-2,途中、牧水の像と彼の作品『枯野の旅』の歌碑などがある。,"[[3, 5]]"
w201106-0000926163-1,母は１０代目土佐藩主山内豊策の娘で、１６代目の山内豊範とは従兄弟になる。,"[[10, 14], [23, 27]]"
w201106-0000926163-2,文久２年、武市半平太を伴い将軍上洛・攘夷決行を求める勅使として江戸へ向かう。,"[[5, 10]]"
w201106-0000989179-1,インフィニオン・レースウェイに向かっていたペンスキーのトランスポーターが走行中の火災で全焼、マシンや機材などを焼失した。,"[[21, 26]]"
w201106-0000972644-1,橋本治大先生とはこのときはじめて山の上ホテルでお会いした。,"[[0, 3]]"
w201106-0000064647-2,最近では南房総相浜港の「安田丸」です。,"[[12, 14]]"
w201106-0000068335-1,アタマの先発はラズナー、相手は陽となっています。,"[[7, 11], [15, 16]]"
w201106-0000068335-2,そこで、ラズナーとホークスの今季対戦成績を掲載します。,"[[4, 8]]"
w201106-0000068335-3,ラズナーは今季ソフトバンク戦に下記の３試合先発登板し、１勝２敗の防御率２．５７の成績を残しています。,"[[0, 4]]"
w201106-0000066557-1,龍馬の姉・千鶴の夫で龍馬の義兄にあたります。,"[[0, 2], [5, 7], [10, 12]]"
w201106-0000066557-2,龍馬の思想にも大きく影響を与えたと言われています。,"[[0, 2]]"
w201106-0000066557-3,順蔵の門下には中岡慎太郎、石田英吉、安岡斧太郎らがいました。,"[[0, 2], [7, 12], [13, 17], [18, 23]]"
w201106-0000061395-1,動画の中では、スクウェア・エニックスの和田社長のマジコンに対するコメントなども聞けます。,"[[19, 21]]"
w201106-0000069492-2,羽田皓市長と両市の交流促進を確認し合った。,"[[0, 3]]"
w201106-0000062011-1,笹本祐一さんの「ミニスカ宇宙海賊」のアニメ化が決定しました。,"[[0, 4]]"
w201106-0000062011-2,監督・シリーズ構成は佐藤竜雄、アニメーション制作はサテライトに決まりました。,"[[10, 14]]"
w201106-0000750757-1,梅田本イベントの第一部、「これからのメディアについて」に触発されて考えたことを書いてみます。,"[[0, 2]]"
w201106-0000789553-2,講義は前半部分は石川が、後半部分は竹添教授が担当する。,"[[8, 10], [17, 19]]"
w201106-0000789553-3,石川の担当部分は基本的には、液晶に関する基礎的な事柄を扱う。,"[[0, 2]]"
w201106-0000787340-1,小松寺の紅葉はかなり色づいてきました。,"[[0, 2]]"
w201106-0000789353-3,昨日、ロシアのメドヴェージェフ大統領が北方領土の国後島を訪問しました。,"[[7, 15]]"
w201106-0000711485-2,伊豆新聞では、岡崎大五・いけみかなこ夫妻の旅の出発が発表された。,"[[7, 11], [12, 18]]"
w201106-0000711485-3,作家：岡崎大五は、観光大使に任命されたのだ。,"[[3, 7]]"
w201106-0000778333-1,へぐぉぉっ横山光輝先生が亡くなられてしまうとは。,"[[5, 9]]"
w201106-0000778333-2,父が持っていた「伊賀の影丸」が大好きで、小学校時代は毎日のように読み返してました。,"[[11, 13]]"
w201106-0000797739-1,野村監督の本は何冊か読んでいるが、やはりこの人はすごい。,"[[0, 2]]"
w201106-0000752098-1,森山大道氏の「津軽」展を目的に行きました。,"[[0, 4]]"
w201106-0000765652-3,樹齢８０年余の赤松に囲まれた井上誠一設計による戦略性高い林間コースです。,"[[14, 18]]"
w201106-0000790368-1,日本ハムは九回１死満塁から、田中のタイムリーエラーでサヨナラ負けし、４位に逆戻りした。,"[[14, 16]]"
w201106-0000790368-2,日本ハムは１点リードの六回、２番手の榊原が代打・石井義に同点ソロを許した。,"[[18, 20], [24, 27]]"
w201106-0000791689-1,シティがスミス・バーニーをモルガンスタンレーに売却するらしい。,"[[4, 7], [8, 12]]"
w201106-0000788326-1,ブッシュとケリーがヒップホップスタイルで勝負する。,"[[0, 4], [5, 8]]"
w201106-0000699597-2,宏紀もタイから直接セントレアに入り会場入りしました。,"[[0, 2]]"
w201106-0000610364-2,山田の元アシスタント・ツギノツギオ殿が２冊目の単行本を上梓しました。,"[[0, 2], [11, 17]]"
w201106-0000649198-1,西武・平尾博嗣内野手が２日、西武ドーム内で契約更改交渉に臨み、契約を保留した。,"[[3, 7]]"
w201106-0000678230-1,小太刀重機では、地元の栃木県鹿沼市を中心に、各地での業務に従事しております。,"[[0, 3]]"
w201106-0000651887-1,初任者研修に関する各様式は，一太郎ファイルを圧縮して自己解凍型ファイルにしています。,"[[14, 17]]"
w201106-0000691453-2,今年の１月から椎名誠さんがやってるブログです。,"[[7, 10]]"
w201106-0000691453-3,椎名誠さんの本は好きで探検隊とか何冊も持ってます。,"[[0, 3]]"
w201106-0000661175-1,東洋陶磁美術館で開催中の「李朝の水滴展」に関連して、李朝の文房具について、お話させて頂きます。,"[[13, 14], [26, 27]]"
w201106-0000661175-2,李朝という時代は、１３９２年から１９１０年まで、５１９年続いた非常に長い王朝です。,"[[0, 1]]"
w201106-0000689583-1,神港学園の横川の打球はバックホーム体制を敷いていた高知の中堅手・坂本の頭上を越えた。,"[[5, 7], [32, 34]]"
w201106-0000647173-1,台風が近づいてきているような気がするこっちっちです。,"[[18, 23]]"
w201106-0000647173-2,更新が遅れている気がするこっちっちです。,"[[12, 17]]"
w201106-0000647173-3,明日中にたくさん更新しておきたいこっちっちです。,"[[16, 21]]"
w201106-0000660145-1-01,マリウス・プティパはロシアで活躍したフランス出身の振付家です。,"[[0, 4], [5, 9]]"
w201106-0000634307-1,「目出度目出度の若松様よ〜」という歌詞で始まる山形の民謡です。,"[[8, 10]]"
w201106-0000612505-1,本文中で紹介した、著者・奥野宣之さんが使っているスケジュールシートを、無料で以下からダウンロードできます。,"[[12, 16]]"
w201106-0000653765-1,港区虎ノ門の大熊歯科医院のホームページです。,"[[6, 8]]"
w201106-0000674522-2,アール・ヌーヴォーの巨匠、ヴィクトール・プルーヴェを父に持つ。,"[[13, 19], [20, 25]]"
w201106-0000619847-1,池田満寿夫と結婚していたことがあり、当初詩人として出発したが、小説を書き始めた。,"[[0, 5]]"
w201106-0000638719-1,今回は、かづきメイクをご紹介します。,"[[4, 7]]"
w201106-0000638719-2,かづきメイクとは、かづきれいこさんが手がけているメイク方法です。,"[[0, 3], [9, 15]]"
w201106-0000638719-3,かづきれいこさんは、フェイシャルセラピストや歯学博士、大学の客員教授など、様々な肩書きをもっています。,"[[0, 6]]"
w201106-0000678671-2,スタンリッジは「中継ぎにも負担をかけて申しわけなかった」とうなだれた。,"[[0, 6]]"
w201106-0000678671-3,７日も先発のフォッサムが五回途中４失点で降板した。,"[[6, 11]]"
w201106-0000628325-1,テトリスとスーパーマリオブラザーズが合体したゲームです。,"[[9, 12]]"
w201106-0000628325-3,テトリスモードに変えてブロックを積み上げて、進めるようになったらマリオモードに切り替え進んでいきます。,"[[32, 35]]"
w201106-0000607930-1,はじめまして、埼玉県久喜市の染谷優志です。,"[[14, 18]]"
w201106-0000607930-2,このホームページを利用して、自宅の染谷花園の紹介、および趣味である天体写真などの公開を行っています。,"[[17, 19]]"
w201106-0000664003-1,早朝からリーアは出発のためにバタバタとしていました。,"[[4, 7]]"
w201106-0000627853-1,映画監督、小津安二郎が生まれて１００年が経ちます。,"[[5, 10]]"
w201106-0000627853-2,小津が生まれる１０年前、映画は誕生しました。,"[[0, 2]]"
w201106-0000628585-2,カワイは一般高齢者や特定高齢者を対象とした介護予防事業の支援をいたします。,"[[0, 3]]"
w201106-0000656715-1,バッセルはイギリス出身のバレリーナです。,"[[0, 4]]"
w201106-0000657594-3,「とらや」の黒川さんから柏餅をいただき、未だ感激する事が出来るんだとうれしくなってきています。,"[[6, 8]]"
w201106-0000613074-2,今回は、京都西川のフトンを使ってセッティングしました。,"[[6, 8]]"
w201106-0000630910-1,海原純子氏の記事が良かったのでちょっとご紹介します。,"[[0, 4]]"
w201106-0000103584-1-01,伊藤元重さんの「経済危機は世界に何をもたらしたか」を読みました。,"[[0, 4]]"
w201106-0000103584-3,全体的には、「フラット化する社会」、「グリーン革命」のトーマス・フリードマンに近い手法で書かれた本になっています。,"[[27, 31], [32, 38]]"
w201106-0000157499-2-01,天正１８年の兵火で焼失したのを、忍城主・阿部正能が再建しました。,"[[20, 24]]"
w201106-0000190265-3,ゴダールのインタビューや、未来派・ダダ関連の貴重な音源など、面白いものがいくらでもある。,"[[0, 4]]"
w201106-0000137394-1,社会を面白くする企画を開発、提案、実施する企画法人スズハシからのニュースレターです。,"[[25, 29]]"
w201106-0000137394-2,スズハシの直近の動きをお届けします。,"[[0, 4]]"
w201106-0000113343-1,キッズルームグリムは東急目黒線「武蔵小山駅」徒歩２分のところにある保育室です。,"[[6, 9]]"
w201106-0000141349-1,フランコ・モスキーノは１９５０年イタリアに生まれる。,"[[0, 4], [5, 10]]"
w201106-0000199454-1,伊達政宗の城下町であり、伝統ある七夕祭りの地としても有名です。,"[[0, 4]]"
w201106-0000126106-1,境内入口に才市の法悦句を刻んだ碑があり、数々の遺品も保存される。,"[[5, 7]]"
w201106-0000126106-3,昭和の妙好人とも言われ、数々の逸話を残している浅原才市にゆかりの深い寺院です。,"[[23, 27]]"
w201106-0000175238-1-01,古稀中国・唐時代の詩人・杜甫の「人生七十年古来希なり」に由来しています。,"[[12, 14]]"
w201106-0000151666-2,あとは牧野工房へおまかせください。,"[[3, 5]]"
w201106-0000108248-1,本尊として弘法大師を祀り、厄除けのお大師さまとして親しまれている。,"[[5, 7]]"
w201106-0000163012-1,夫は、なおくんのためと称して鉄道模型の大人買いをします。,"[[3, 5]]"
w201106-0000185435-1,甚平は「甚兵衛羽織」というのが起源の簡易服らしいのですが、「甚兵衛羽織」というのはよく知りません。,"[[4, 7], [30, 33]]"
w201106-0000185435-2,谷崎潤一郎の「半袖ものがたり」によると、大阪では「半袖」と呼ばれ、庶民が夏に着ていたようです。,"[[0, 5]]"
w201106-0000166146-1,古川るり前回に引き続き年金がテーマですが、いわゆる２階部分の「厚生年金」についてお話します。,"[[0, 4]]"
w201106-0000105150-3,ピエール・エルメのマカロンは、洗練されたパリのマカロンです。,"[[0, 4], [5, 8]]"
w201106-0000141101-1,本日「いい夫婦の日週間」のイベントに桂三枝会長が登場しました。,"[[18, 21]]"
w201106-0000190769-1,ダイス議長の第６５回国連総会議長への就任をお祝い申し上げます。,"[[0, 3]]"
w201106-0000190769-2,前会期におけるトレイキ前議長のご尽力に心より謝意を表します。,"[[7, 11]]"
w201106-0000190769-3,また、潘基文事務総長の今日までの指導に敬意を表します。,"[[3, 6]]"
w201106-0000194902-2,・平成１７年１２月１２日北側国土交通大臣が鉄道駅のテロ対策の状況を視察いたしました。,"[[12, 14]]"
w201106-0000152159-1,中田工芸は木製ハンガー製造の変形加工の技術を生かし様々な製品を作っています。,"[[0, 2]]"
w201106-0000182422-1,つくば古典音楽合唱団の第２２回定期演奏会でヨハン・ゼバスティアン・バッハのクリスマスオラトリオの第１部から第３部までを聞く。,"[[21, 24], [25, 32], [33, 36]]"
w201106-0000163225-2,私は、この日、午前中仕事があり、参加できませんでしたので、桑山朱里さんに撮影をお願いしました。,"[[29, 33]]"
w201106-0000168199-1,きくち整体院の気功整体療法はボディ系セラピーでもあります。,"[[0, 3]]"
w201106-0000139314-1,サンディエゴ市内にあるバルボアパークの博物館群のなかに、こじんまりとしたサンディエゴ自然史博物館がある。,"[[11, 15]]"
w201106-0000122536-1,鴨料理は御花自慢の逸品で、なかでも「鴨の鉄板焼」は立花家代々に伝わる殿様直伝の味でもあります。,"[[25, 27]]"
w201106-0000161355-1,ライトアップ代表取締役社長、白石が日々の業務や日報、雑感などを随時アップしています。,"[[14, 16]]"
w201106-0000155609-1,いべさんがご紹介するその他のイベントの一覧です。,"[[0, 2]]"
w201106-0000144304-1,モース博士が発掘した大森貝塚は品川歴史館から徒歩５分の場所にあります。,"[[0, 3]]"
w201106-0000169240-1,むかしむかし、中国にチラエイジュというテングがいました。,"[[10, 16]]"
w201106-0000112341-1,首吊り自殺したケリーの遺体を調べた保安官のミルズは、彼女の眼球が真っ赤になっているのを知る。,"[[7, 10], [21, 24]]"
w201106-0000112341-2,ミルズの娘アビーは、ケリーが”ジョン・ウェイクフィールドは今も生きている”と言っていたと父親に告げる。,"[[0, 3], [5, 8], [10, 13], [15, 18], [19, 28]]"
w201106-0000112341-3,ケリーは自殺したのではなく誰かに殺されたのだと言うアビーに、ミルズは”ウェイクフィールドは死んだ”と答えるが……。,"[[0, 3], [25, 28], [30, 33], [35, 44]]"
w201106-0000157190-2,平素は、森ヒルズリート投資法人に格別のご高配を賜り、厚く御礼申し上げます。,"[[4, 5]]"
w201106-0000155626-1,公文式は、従来の塾とは大きく異なる学び方をする事ができるようになっています。,"[[0, 2]]"
w201106-0000155626-2,公文式では、習熟度に応じたプリントを使う事によって、お子さんの学力を伸ばします。,"[[0, 2]]"
w201106-0000139676-1,アリストテレスやハイデガーやニーチェが好きです。,"[[0, 7], [8, 13], [14, 18]]"
w201106-0000192866-1,そこに住む教授夫妻ジョージとマーサのもとに、若い夫婦がやってくる。,"[[9, 13], [14, 17]]"
w201106-0000192866-2,マーサが青年をベッドに誘おうとしても、ジョージは文句を言わない。,"[[0, 3], [19, 23]]"
w201106-0000114578-2,「桜井幸子」が演じていた「禰々」が亡くなりました。,"[[1, 5], [13, 15]]"
w201106-0000878615-1,９月２２日午前１０時から関西将棋会館で上田初美女流二段−長谷川優貴アマ戦が行われます。,"[[19, 23], [28, 33]]"
w201106-0000878615-2,上田女流二段は若手ながらタイトル挑戦経験のある実力者で、昨年は将棋大賞女流最多対局賞受賞の活躍でした。,"[[0, 2]]"
w201106-0000878615-3,対する長谷川アマは中学生ながら、チャレンジマッチおよび予選一斉対局を勝ち抜いてここまで駒を進めてきました。,"[[3, 6]]"
w201106-0000893853-1,大内氏はかつてこの川を京都の鴨川に見立てて町割りを行ったとか。,"[[0, 2]]"
w201106-0000870712-1,人名辞典は歴史上の人物を検索するウェブ事典です。,"[[0, 2]]"
w201106-0000876367-1,名探偵コナンの「ゲームが遊べるポストカードブック」と連動した脱出ゲームだよ。,"[[3, 6]]"
w201106-0000876367-2,コナンたちと一緒にミステリーを解き明かそう。,"[[0, 3]]"
w201106-0000868206-1,２００８年７月は「新澤隆志」さんをお迎えしてミニコンサートを行いました。,"[[9, 13]]"
w201106-0000868206-2,新澤さんは今年２月に初めて当院で演奏していただいて以来２回目の参加となります。,"[[0, 2]]"
w201106-0000887638-2,幕臣でありながら、徳川幕府の限界を感じ、日本の海軍を作ろうと企てる。,"[[9, 11]]"
w201106-0000887638-3,そして、龍馬を塾頭として神戸に海軍塾を開く。,"[[4, 6]]"
w201106-0000846270-3,「鶴丸」の呼び名の語源は島津家の家紋が「鶴丸の紋」であったことによる。,"[[12, 14]]"
w201106-0000898782-1,旅館リゾートインキシモトの目の前は海です。,"[[8, 12]]"
w201106-0000829016-1,このブログは、雷歌の平凡な日常を淡々と描くものです。,"[[7, 9]]"
w201106-0000868260-1,最近、江戸川乱歩賞の本を読んでます。,"[[3, 8]]"
w201106-0000811981-2-01,筑波洋は歴代の７人の仮面ライダーとともに、巨大な悪に立ち向かう。,"[[0, 3]]"
w201106-0000811981-3,原作者の石ノ森章太郎が総監督として作品に携わっている。,"[[4, 10]]"
w201106-0000861255-2,上海アリス幻樂団様とは、一切関係ございません。,"[[2, 5]]"
w201106-0000839019-1,シュルツ・ベルガージャパンによる、プロの投資顧問から見た注目銘柄・推奨銘柄紹介等の投資方法がお奨めです。,"[[0, 4], [5, 9]]"
w201106-0000861474-1,今回は、さくらんぼ会の新会長中塚と旧会長三浦のお二人に対談形式でお話を伺いました。,"[[14, 16], [20, 22]]"
w201106-0000869016-1,鍛冶師のギルドリーヴをクリアした際に入手したレシピを紹介しています。,"[[4, 10]]"
w201106-0000876731-1-01,椙山女学園大学の岡田研究室のゼミ生は、名古屋市の桜山商店街活性化の活動を進めている。,"[[0, 2], [8, 10]]"
w201106-0000813026-1,鎌倉時代に快慶が彫ったと伝わる。,"[[5, 7]]"
w201106-0000843215-1,大人気の森永ホモ牛乳ノベルティーのアニマル柄が入荷です。,"[[4, 6]]"
w201106-0000882662-1-01,江戸時代、延宝元年望月越中守が、西明寺復興の記念として造られた。,"[[9, 11]]"
w201106-0000872368-1,日経デザインのサイトで、ミヒャエル・アルホフ氏のインタビュー「デザイナーはサービスをデザインすべき」から。,"[[12, 17], [18, 22]]"
w201106-0000872368-2,アルホフ氏：商品をサービス構造に落とし込む上で、デザイナーがすべきことはたくさんあります。,"[[0, 4]]"
w201106-0000887888-1,伊藤労務経営事務所は経営者の皆様の強い味方です。,"[[0, 2]]"
